,Review_Rating,ABV,Name,Style
3786,3.5,10.4,Jahva (Imperial Coffee Stout),American Double / Imperial Stout
878,5.0,6.0,Cuvee Jeune,American Wild Ale
1363,4.5,18.0,World Wide Stout,American Double / Imperial Stout
4742,3.5,10.3,Maharaja,American Double / Imperial IPA
2099,4.5,12.0,Malheur 12°,Quadrupel (Quad)
4209,4.0,11.5,Big John,American Double / Imperial Stout
3271,5.0,8.0,Brooklyn Intensified Coffee Stout,American Double / Imperial Stout
902,4.0,8.75,Ale To The Chief,American Double / Imperial IPA
2392,4.5,11.5,Double Dog Double Pale Ale,American Double / Imperial IPA
756,4.0,8.3,Founders Breakfast Stout,American Double / Imperial Stout
2415,4.5,7.0,Samuel Smith's Imperial Stout,Russian Imperial Stout
4462,4.0,10.0,Brooklyn Black Chocolate Stout,Russian Imperial Stout
3865,3.5,11.0,The Woodwork Series - French Oak Barreled,American Double / Imperial IPA
2251,4.0,15.0,Dark Lord Imperial Stout,Russian Imperial Stout
1002,3.0,10.0,Imperial Stout,American Double / Imperial Stout
1209,4.0,7.0,Samuel Smith's Imperial Stout,Russian Imperial Stout
4624,4.0,9.0,Old Rasputin Russian Imperial Stout,Russian Imperial Stout
1531,4.0,6.0,Oude Gueuze,Gueuze
1607,4.0,4.7,Sunrye Ale,Rye Beer
2506,4.0,10.0,16th Anniversary Wood Aged,American Double / Imperial IPA
986,4.0,11.8,Quad,Quadrupel (Quad)
4449,4.0,9.4,Green Flash Imperial India Pale Ale,American Double / Imperial IPA
960,4.5,11.5,Double Dog Double Pale Ale,American Double / Imperial IPA
3158,3.5,8.0,Heavy Seas - Peg Leg (Imperial Stout),Russian Imperial Stout
666,4.0,8.0,Pliny The Elder,American Double / Imperial IPA
2468,3.5,15.0,Dark Lord Imperial Stout,Russian Imperial Stout
4856,4.5,7.5,Wachusett Larry,American Double / Imperial IPA
387,4.5,11.7,Vortex II,Russian Imperial Stout
2451,5.0,10.5,Stone Imperial Russian Stout,Russian Imperial Stout
3522,3.5,9.5,Oak Aged Yeti Imperial Stout,Russian Imperial Stout
4679,4.5,18.0,World Wide Stout,American Double / Imperial Stout
981,4.0,8.5,The Event Horizon,American Double / Imperial Stout
1940,4.0,9.5,Big Hugs,American Double / Imperial Stout
4929,4.0,8.0,Old Heathen Imperial Stout,Russian Imperial Stout
334,5.0,9.0,90 Minute IPA,American Double / Imperial IPA
2196,3.5,9.6,Dorado Double IPA,American Double / Imperial IPA
2242,3.5,9.0,Old Rasputin Russian Imperial Stout,Russian Imperial Stout
4276,3.5,10.0,Harpoon Leviathan - Imperial IPA,American Double / Imperial IPA
2670,4.5,11.0,Imperial Stout,American Double / Imperial Stout
4958,4.5,9.7,Allagash Victor Francenstein,American Wild Ale
1720,4.0,4.7,Stamp Act Spring Rye,Rye Beer
4543,4.5,9.5,XS Imperial India Pale Ale,American Double / Imperial IPA
4064,4.5,10.13,Olde Rabbit's Foot,American Double / Imperial Stout
948,3.0,10.0,Robert Johnson's Hellhound On My Ale,American Double / Imperial IPA
2597,5.0,11.0,Serpent's Stout,American Double / Imperial Stout
3594,3.5,10.0,Le Coq Imperial Extra Double Stout,Russian Imperial Stout
4753,4.5,8.3,Founders Breakfast Stout,American Double / Imperial Stout
4043,5.0,8.0,Veritas 004,American Wild Ale
4379,4.0,5.5,Daymark,Rye Beer
3318,4.0,7.8,Slipknot Imperial IPA (Brewmaster Reserve),American Double / Imperial IPA
2600,3.5,11.0,The Dogfather (Bourbon Barrel Aged),American Double / Imperial Stout
4623,3.5,9.0,Old Rasputin Russian Imperial Stout,Russian Imperial Stout
2075,4.5,8.7,Moonglow Weizenbock,Weizenbock
2985,4.5,18.0,Kuhnhenn Solar Eclipse,Russian Imperial Stout
176,4.0,10.0,Brooklyn Black Chocolate Stout,Russian Imperial Stout
1862,4.0,10.0,Brewer's Reserve Bourbon Cherry Stout,American Double / Imperial Stout
1619,5.0,6.0,Drie Fonteinen Oude Geuze,Gueuze
3122,4.0,10.4,Helm's Imperial Stout,Russian Imperial Stout
3583,3.0,12.0,Founders Devil Dancer,American Double / Imperial IPA
997,3.5,10.5,Ten FIDY,Russian Imperial Stout
987,4.0,5.0,O'Hanlons Organic Rye,Rye Beer
4914,5.0,10.0,Bell's Hopslam Ale,American Double / Imperial IPA
392,4.5,9.8,Smuttynose Imperial Stout (Big Beer Series),Russian Imperial Stout
4423,4.0,12.5,Indignant Bourbon Imperial Stout,American Double / Imperial Stout
4730,4.5,8.0,Hop Stoopid,American Double / Imperial IPA
2953,4.0,10.5,Stone Imperial Russian Stout,Russian Imperial Stout
2256,3.0,8.0,Eisenbahn Vigorosa (Weizenbock),Weizenbock
4917,4.0,10.5,Outer Darkness,Russian Imperial Stout
1942,4.0,9.6,Creme Brulee (Imperial Milk Stout),American Double / Imperial Stout
629,4.0,10.5,Odell DeConstruction Golden Ale,American Wild Ale
836,2.5,16.8,Mephistopheles' Stout,American Double / Imperial Stout
329,4.0,9.5,I Hardcore You,American Double / Imperial IPA
3018,4.5,11.0,The Abyss,American Double / Imperial Stout
999,2.5,10.5,Bell's Expedition Stout,Russian Imperial Stout
2939,4.0,9.5,Big Eddy Russian Imperial Stout,Russian Imperial Stout
739,2.0,6.8,Verhaeghe Echte Kriek / Echte Kriekenbier,Flanders Red Ale
3108,4.0,8.0,Hop Rod Rye,Rye Beer
2072,5.0,7.2,La Roja,American Wild Ale
4143,4.5,10.2,Trappist Westvleteren 12,Quadrupel (Quad)
3290,5.0,10.0,St. Bernardus Abt 12,Quadrupel (Quad)
429,4.5,11.2,Founders KBS (Kentucky Breakfast Stout),American Double / Imperial Stout
1317,3.5,10.0,He'Brew Bittersweet Lenny's R.I.P.A. On Rye,American Double / Imperial IPA
838,4.0,7.85,Lagunitas Sucks Holiday Ale,American Double / Imperial IPA
3382,3.5,8.1,"Madrugada Obscura, Dark Dawn Stout",American Double / Imperial Stout
1190,4.0,10.0,Snowmageddon,American Double / Imperial Stout
3114,4.0,8.0,Pike Double IPA,American Double / Imperial IPA
3332,4.0,10.0,St. Bernardus Abt 12,Quadrupel (Quad)
3331,4.0,8.5,Imperial IPA,American Double / Imperial IPA
3072,4.5,9.0,Miles Davis' Bitches Brew,Russian Imperial Stout
1038,3.5,10.0,Santa's Little Helper - Bourbon Barrel Aged,American Double / Imperial Stout
3553,4.0,7.0,Mr. Hyde,Rye Beer
3767,4.0,7.7,Stone Ruination IPA,American Double / Imperial IPA
4520,4.0,9.0,Double Simcoe IPA,American Double / Imperial IPA
291,4.5,9.8,Anniversary Ale XV,Russian Imperial Stout
1534,3.0,9.1,Butte Creek Organic Revolution X Imperial IPA,American Double / Imperial IPA
2103,4.0,12.0,Plead The 5th Imperial Stout,Russian Imperial Stout
2593,5.0,8.0,De Dolle Speciaal Brouwsel 20,Flanders Red Ale
4688,4.0,11.0,Odin's Tipple,Russian Imperial Stout
4693,4.0,9.2,Stone 12th Anniversary Bitter Chocolate Oatmeal Stout,American Double / Imperial Stout
1313,5.0,5.0,Girardin Gueuze 1882 (Black Label),Gueuze
736,4.0,9.0,Alaskan Perseverance Ale (Pilot Series),Russian Imperial Stout
3571,3.0,10.3,Maharaja,American Double / Imperial IPA
2350,4.5,5.0,Cantillon Bruocsella (1900) Grand Cru,Lambic - Unblended
4905,4.5,6.2,Michael,Flanders Red Ale
3380,5.0,10.2,Highland Imperial Kashmir IPA,American Double / Imperial IPA
4791,4.0,7.0,Samuel Smith's Imperial Stout,Russian Imperial Stout
2162,3.5,7.68,Avery Anniversary Ale - Fifteen,American Wild Ale
806,2.0,4.5,St. Louis Gueuze Lambic,Gueuze
4441,4.5,7.7,Stone Ruination IPA,American Double / Imperial IPA
2605,4.0,11.3,Trappistes Rochefort 10,Quadrupel (Quad)
4375,3.5,8.8,Tricerahops Double IPA,American Double / Imperial IPA
2028,4.5,10.5,Bell's Expedition Stout,Russian Imperial Stout
2853,4.0,9.5,Lips Of Faith - Clutch Collabeeration,American Wild Ale
4250,4.5,8.0,Old Heathen Imperial Stout,Russian Imperial Stout
1227,3.5,10.0,Burton Baton,American Double / Imperial IPA
1176,5.0,12.5,Parabola,Russian Imperial Stout
581,4.0,11.7,Night Stalker,American Double / Imperial Stout
818,5.0,11.0,Black Xantus,American Double / Imperial Stout
2213,4.0,8.0,Pure Hoppiness,American Double / Imperial IPA
4952,4.0,5.0,Ichabod Ale 2009,American Wild Ale
4969,5.0,9.0,90 Minute IPA,American Double / Imperial IPA
1036,4.0,9.4,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,Russian Imperial Stout
2845,3.5,8.5,La Maitresse,American Double / Imperial IPA
1657,3.5,8.0,Ommegeddon,American Wild Ale
3101,2.5,6.5,Boon Oude Geuze,Gueuze
4898,3.5,7.5,Bell's Java Stout,American Double / Imperial Stout
995,3.0,18.2,Tokyo*,American Double / Imperial Stout
4500,3.5,9.5,Espresso Oak Aged Yeti Imperial Stout,American Double / Imperial Stout
1179,4.5,9.0,Sweetwater Happy Ending Imperial Stout,American Double / Imperial Stout
323,4.0,8.0,Pliny The Elder,American Double / Imperial IPA
4924,3.5,8.7,Blue Sunday Sour,American Wild Ale
1017,4.0,12.5,Parabola,Russian Imperial Stout
192,3.5,11.0,Imperial Stout,Russian Imperial Stout
1154,4.5,,Peg's G.O.O.D. Night Stout,Russian Imperial Stout
4010,4.0,8.9,Stone 14th Anniversary Emperial IPA,American Double / Imperial IPA
2126,3.5,12.0,Black Damnation II - Mocha Bomb,American Double / Imperial Stout
1859,4.0,12.0,Portsmouth Kate The Great,Russian Imperial Stout
1550,5.0,7.5,Wachusett Larry,American Double / Imperial IPA
1556,4.0,9.0,Imperial Stout,Russian Imperial Stout
4434,4.0,6.0,"Crooked Stave Wild Wild Brett ""Orange""",American Wild Ale
3386,4.5,11.3,Trappistes Rochefort 10,Quadrupel (Quad)
4046,4.5,9.0,Cuvee De Castleton,American Wild Ale
598,4.5,10.0,Pannepot Reserva,Quadrupel (Quad)
1747,4.0,8.8,Cappuccino Stout,American Double / Imperial Stout
4745,4.0,8.4,Odyssey Imperial IPA,American Double / Imperial IPA
3883,4.0,10.0,Bell's Hopslam Ale,American Double / Imperial IPA
152,2.0,5.0,Timmermans Tradition Gueuze Lambic,Gueuze
3942,4.0,9.25,Shipwrecked,American Double / Imperial IPA
1585,5.0,8.0,Pliny The Elder,American Double / Imperial IPA
138,4.0,9.4,Green Flash Imperial India Pale Ale,American Double / Imperial IPA
3073,4.5,10.0,Saint Arnold Divine Reserve #5,Russian Imperial Stout
1123,4.5,8.0,Pliny The Elder,American Double / Imperial IPA
3379,3.5,9.1,Winter Wobbler 2011,Rye Beer
1286,2.5,10.0,GUBNA Imperial IPA,American Double / Imperial IPA
2546,3.0,8.5,Saranac High Peaks Series Imperial IPA,American Double / Imperial IPA
1125,4.0,9.1,St-Ambroise Stout Impériale Russe,Russian Imperial Stout
2020,3.0,8.5,Moylander Double IPA,American Double / Imperial IPA
2700,3.0,10.0,He'Brew Bittersweet Lenny's R.I.P.A.,American Double / Imperial IPA
2115,5.0,9.0,90 Minute IPA,American Double / Imperial IPA
2908,4.5,5.5,Red Poppy Ale,Flanders Red Ale
3944,4.5,10.2,Trappist Westvleteren 12,Quadrupel (Quad)
3780,5.0,10.0,St. Bernardus Abt 12,Quadrupel (Quad)
1421,5.0,7.0,Cascade Mouton Rouge,Flanders Red Ale
2698,4.5,11.3,Trappistes Rochefort 10,Quadrupel (Quad)
4760,4.0,12.5,Big Black Voodoo Daddy,American Double / Imperial Stout
1237,3.5,11.03,The Czar,Russian Imperial Stout
3978,4.5,9.5,Yeti Imperial Stout,Russian Imperial Stout
1267,4.0,7.0,Framboise De Amorosa,American Wild Ale
4415,4.5,11.6,White Birch Apprentice Series Natasha Ale,Russian Imperial Stout
3012,3.5,10.0,Heavy Seas - Hang Ten (Weizen Doppelbock),Weizenbock
1894,3.0,4.7,Rare Rooster Summer Rye,Rye Beer
2093,3.5,5.5,Samuel Adams Revolutionary Rye Ale,Rye Beer
3950,5.0,7.0,Weizen-Heimer-Bock,Weizenbock
887,4.5,8.8,Cappuccino Stout,American Double / Imperial Stout
2067,5.0,7.0,Duck Duck Gooze,American Wild Ale
4516,4.0,7.0,Lolita,American Wild Ale
270,4.0,9.75,Sexual Chocolate,Russian Imperial Stout
64,2.0,9.4,Hop Juice Double IPA,American Double / Imperial IPA
4455,4.5,12.5,Big Black Voodoo Daddy,American Double / Imperial Stout
2373,3.0,8.8,Double Stout,American Double / Imperial Stout
853,4.0,9.7,Dark Truth Stout,American Double / Imperial Stout
2391,4.5,13.6,Dark Horse Double Crooked Tree IPA,American Double / Imperial IPA
302,4.5,10.3,Maharaja,American Double / Imperial IPA
456,3.0,9.2,Baird / Ishii / Stone Japanese Green Tea IPA,American Double / Imperial IPA
2367,4.0,7.0,Samuel Smith's Imperial Stout,Russian Imperial Stout
4975,3.5,7.0,Slam Dunkel,Weizenbock
2733,4.0,4.7,Sunrye Ale,Rye Beer
4678,4.5,9.2,Smuttynose Oak Aged Big A IPA (Big Beer Series),American Double / Imperial IPA
1781,4.5,9.0,Double Simcoe IPA,American Double / Imperial IPA
4894,4.0,8.0,Hop Rod Rye,Rye Beer
3894,4.0,11.7,Night Stalker,American Double / Imperial Stout
4528,4.5,10.0,Hercules Double IPA,American Double / Imperial IPA
4890,3.5,7.5,Apex,American Double / Imperial IPA
3833,3.5,9.5,Lips Of Faith - Clutch Collabeeration,American Wild Ale
4381,4.5,11.0,Pliny The Younger,American Double / Imperial IPA
4530,4.5,18.0,World Wide Stout,American Double / Imperial Stout
342,4.0,6.0,SurlyFest,Rye Beer
2538,4.5,8.7,Moonglow Weizenbock,Weizenbock
1201,3.5,8.5,Über Weisse,Weizenbock
3019,1.5,18.0,120 Minute IPA,American Double / Imperial IPA
3683,3.5,11.0,Choklat,American Double / Imperial Stout
738,4.0,9.9,12th Anniversary Undercover Investigation Shut-Down Ale,American Double / Imperial IPA
3513,4.0,7.85,Lagunitas Sucks Holiday Ale,American Double / Imperial IPA
96,4.0,9.5,Big Eddy Russian Imperial Stout,Russian Imperial Stout
2591,4.5,10.3,Maharaja,American Double / Imperial IPA
2425,4.0,10.0,Barrel Aged Ryan Sullivan's Imperial Stout,American Double / Imperial Stout
1305,4.5,8.0,IPA 395,American Double / Imperial IPA
2334,3.5,9.2,Stone 12th Anniversary Bitter Chocolate Oatmeal Stout,American Double / Imperial Stout
1783,4.5,11.4,Riserva,American Wild Ale
4959,3.0,7.5,Allagash Confluence Ale,American Wild Ale
1480,4.0,7.0,Samuel Smith's Imperial Stout,Russian Imperial Stout
3983,4.0,10.0,Burton Baton,American Double / Imperial IPA
3612,5.0,8.3,Founders Breakfast Stout,American Double / Imperial Stout
1521,4.5,8.5,Berkshire Russian Imperial Stout,Russian Imperial Stout
3546,4.0,11.0,Pliny The Younger,American Double / Imperial IPA
3852,4.5,8.5,Hop Wallop,American Double / Imperial IPA
1539,4.0,6.6,Ichabod Ale 2007,American Wild Ale
2267,4.0,9.2,Mach 10,American Double / Imperial IPA
2917,4.5,10.3,Maharaja,American Double / Imperial IPA
3715,4.5,11.2,Founders KBS (Kentucky Breakfast Stout),American Double / Imperial Stout
4680,4.0,6.75,Sanctification,American Wild Ale
1729,1.0,9.9,12th Anniversary Undercover Investigation Shut-Down Ale,American Double / Imperial IPA
1362,3.5,9.1,Storm King Stout,Russian Imperial Stout
3088,4.0,9.0,Racer X,American Double / Imperial IPA
4584,4.5,10.0,The Oracle,American Double / Imperial IPA
1135,4.5,5.5,Cuvee Des Jacobins Rouge,Flanders Red Ale
2485,4.5,8.2,Exit 16,American Double / Imperial IPA
1970,4.5,10.0,Hop 15,American Double / Imperial IPA
402,4.5,11.5,Thunder Canyon Warhead Stout,Russian Imperial Stout
1771,3.5,13.1,Black Hole (Peat Whiskey Edition),Russian Imperial Stout
4175,4.0,9.2,Samuel Adams Imperial Stout,Russian Imperial Stout
3403,4.5,9.0,Hop Sutra,American Double / Imperial IPA
4446,4.5,8.6,Deadlift Imperial IPA,American Double / Imperial IPA
4837,4.0,8.7,G'Knight Imperial Red Ale,American Double / Imperial IPA
4754,5.0,15.0,Dark Lord Imperial Stout,Russian Imperial Stout
1056,3.5,,Toaster - 4th Anniversary Imperial Stout,American Double / Imperial Stout
1968,4.5,13.0,Black Damnation III - Black Mes,American Double / Imperial Stout
1997,4.0,9.5,Yeti Imperial Stout,Russian Imperial Stout
2353,4.0,9.5,Double Jack,American Double / Imperial IPA
4467,3.5,5.0,Craftsman Honesty Ale,American Wild Ale
2800,4.5,8.1,Big Bear Black Stout,American Double / Imperial Stout
707,4.0,10.2,Imperial Russian Stout,Russian Imperial Stout
253,3.5,10.0,Forêt Enchantée,American Double / Imperial Stout
4866,5.0,11.2,Mokah,American Double / Imperial Stout
1584,4.0,9.0,Dark Sky Imperial Stout,Russian Imperial Stout
2621,4.5,10.5,Ten FIDY,Russian Imperial Stout
961,4.0,9.8,Three Philosophers Belgian Style Blend (Quadrupel),Quadrupel (Quad)
2078,4.5,10.0,15th Anniversary Wood Aged,American Double / Imperial IPA
3095,4.0,11.0,Imperial Stout,Russian Imperial Stout
2107,4.5,10.5,Val-Dieu Grand Cru,Quadrupel (Quad)
4162,4.5,5.5,Red Poppy Ale,Flanders Red Ale
4115,4.5,9.8,Three Philosophers Belgian Style Blend (Quadrupel),Quadrupel (Quad)
2872,3.5,13.6,Dark Horse Double Crooked Tree IPA,American Double / Imperial IPA
1538,4.5,6.75,Sanctification,American Wild Ale
1188,3.5,9.6,Dorado Double IPA,American Double / Imperial IPA
557,4.5,9.8,Three Philosophers Belgian Style Blend (Quadrupel),Quadrupel (Quad)
4771,4.5,10.0,16th Anniversary Wood Aged,American Double / Imperial IPA
1221,4.5,9.1,Storm King Stout,Russian Imperial Stout
614,4.5,8.0,Imperial Stout,Russian Imperial Stout
2157,4.5,11.5,Hunahpu's Imperial Stout - Virgin Oak Barrel Aged,American Double / Imperial Stout
4472,4.5,7.0,Struiselensis,American Wild Ale
1914,3.5,9.0,"""Old Yeltsin"" Imperial Stout",Russian Imperial Stout
3453,4.5,10.5,Stone Imperial Russian Stout,Russian Imperial Stout
2844,4.5,10.5,Ten FIDY,Russian Imperial Stout
221,1.5,11.8,Bourbon Barrel Quad (BBQ),Quadrupel (Quad)
1439,3.5,8.5,Hop Wallop,American Double / Imperial IPA
2195,4.0,11.0,Choklat,American Double / Imperial Stout
1632,5.0,9.0,Dry Dock's Double IPA,American Double / Imperial IPA
3971,1.0,11.0,Choklat,American Double / Imperial Stout
2900,4.0,10.0,GUBNA Imperial IPA,American Double / Imperial IPA
1199,4.5,6.0,Duchesse De Bourgogne,Flanders Red Ale
3425,4.5,,Toaster - 4th Anniversary Imperial Stout,American Double / Imperial Stout
1835,3.0,11.03,The Czar,Russian Imperial Stout
1094,4.5,11.0,Pliny The Younger,American Double / Imperial IPA
1265,4.0,9.5,Unearthly (Imperial India Pale Ale),American Double / Imperial IPA
3897,3.0,8.75,Ale To The Chief,American Double / Imperial IPA
4155,4.0,9.4,Founders Double Trouble,American Double / Imperial IPA
1680,4.5,9.1,Storm King Stout,Russian Imperial Stout
2711,4.0,5.5,Samuel Adams Revolutionary Rye Ale,Rye Beer
2044,5.0,8.0,Pure Hoppiness,American Double / Imperial IPA
2384,5.0,8.0,Pliny The Elder,American Double / Imperial IPA
3976,2.0,10.0,Sneaky Pete Imperial IPA,American Double / Imperial IPA
124,4.0,9.9,Pavlov's Russian Imperial Stout,Russian Imperial Stout
1109,4.0,9.9,Hop Juice Double India Pale Ale,American Double / Imperial IPA
626,5.0,6.0,Drie Fonteinen Oude Geuze Vintage,Gueuze
4637,4.0,4.7,Cherry Woods,American Wild Ale
1910,4.5,7.0,Lips Of Faith - Eric's Ale,American Wild Ale
1956,4.5,9.4,Founders Double Trouble,American Double / Imperial IPA
4039,4.0,8.0,Lost Continent Double IPA,American Double / Imperial IPA
3813,4.5,7.0,Samuel Smith's Imperial Stout,Russian Imperial Stout
3118,4.0,7.7,Stone Ruination IPA,American Double / Imperial IPA
4491,5.0,6.6,Founders Red's Rye PA,Rye Beer
3477,4.0,8.0,Citra DIPA,American Double / Imperial IPA
3209,4.0,9.0,Old Rasputin Russian Imperial Stout,Russian Imperial Stout
2363,4.0,9.7,Dark Truth Stout,American Double / Imperial Stout
1688,4.5,8.1,Terrapin Coffee Oatmeal Imperial Stout,American Double / Imperial Stout
3836,4.0,9.0,Twin Sisters Double IPA,American Double / Imperial IPA
1377,3.5,12.0,AleSmith Speedway Stout,American Double / Imperial Stout
2857,3.5,10.5,The Sixth Glass,Quadrupel (Quad)
1708,5.0,10.0,Stone 10th Anniversary IPA,American Double / Imperial IPA
3472,4.0,9.6,Creme Brulee (Imperial Milk Stout),American Double / Imperial Stout
4563,4.5,8.6,Steelhead Double India Pale Ale,American Double / Imperial IPA
2181,5.0,8.0,Hop Stoopid,American Double / Imperial IPA
2176,4.5,9.4,Green Flash Imperial India Pale Ale,American Double / Imperial IPA
1385,3.5,6.75,Sanctification,American Wild Ale
4301,4.5,7.5,Satin Solstice Imperial Stout,American Double / Imperial Stout
1077,5.0,11.3,Trappistes Rochefort 10,Quadrupel (Quad)
2685,4.0,12.5,Thomas Creek Up The Creek,American Double / Imperial IPA
888,2.0,17.5,Black (黑) Peated Edition,American Double / Imperial Stout
353,4.0,7.2,LongShot Weizenbock,Weizenbock
1321,3.5,9.0,Abrasive Ale,American Double / Imperial IPA
4097,4.0,18.0,World Wide Stout,American Double / Imperial Stout
471,4.0,9.0,Stoudt's Fat Dog (Imperial Oatmeal Stout),American Double / Imperial Stout
3638,3.5,8.0,Old Heathen Imperial Stout,Russian Imperial Stout
3304,4.5,9.1,Storm King Stout,Russian Imperial Stout
437,3.5,11.0,The Dogfather,American Double / Imperial Stout
4542,4.5,10.0,Hop 15,American Double / Imperial IPA
1276,3.0,11.0,Imperial Stout,Russian Imperial Stout
526,4.5,9.8,Smuttynose Imperial Stout (Big Beer Series),Russian Imperial Stout
2866,3.5,10.3,Quadzilla (Cherry Quad),Quadrupel (Quad)
4986,4.5,10.5,Stone Imperial Russian Stout,Russian Imperial Stout
468,3.5,10.5,Stone Imperial Russian Stout,Russian Imperial Stout
3169,3.0,8.0,Heavy Seas - Peg Leg (Imperial Stout),Russian Imperial Stout
761,4.0,10.0,Ryan Sullivan's Imperial Stout,Russian Imperial Stout
3815,4.5,9.5,Allagash Interlude,American Wild Ale
1010,5.0,9.7,Dark Truth Stout,American Double / Imperial Stout
4783,4.5,6.0,Arcadia Sky High Rye,Rye Beer
3535,2.0,41.0,Sink The Bismarck!,American Double / Imperial IPA
704,3.5,8.7,Imperial IPA,American Double / Imperial IPA
2171,4.0,12.0,Founders Devil Dancer,American Double / Imperial IPA
502,4.5,15.0,Black Magick,American Double / Imperial Stout
4517,5.0,11.0,The Abyss,American Double / Imperial Stout
484,4.0,12.0,Plead The 5th Imperial Stout,Russian Imperial Stout
2524,4.0,8.5,Hop Wallop,American Double / Imperial IPA
68,4.5,7.8,Kill Ugly Radio,American Double / Imperial IPA
1971,3.5,6.0,Duchesse De Bourgogne,Flanders Red Ale
3644,4.0,5.0,Wild Ale #6 Bordeaux Barrel Series,American Wild Ale
1871,4.0,6.0,Duchesse De Bourgogne,Flanders Red Ale
711,4.5,10.0,Burton Baton,American Double / Imperial IPA
2937,4.0,8.5,Dark Force,Russian Imperial Stout
1743,4.5,10.5,Founders Imperial Stout,Russian Imperial Stout
2312,4.0,17.5,Dark Horizon 2nd Edition,Russian Imperial Stout
497,4.5,8.0,Heavy Seas - Siren Noire Imperial Chocolate Stout,American Double / Imperial Stout
1424,4.0,6.0,La Folie,Flanders Red Ale
1132,4.5,9.5,Oak Aged Yeti Imperial Stout,Russian Imperial Stout
1133,4.5,8.5,Jefferson's Reserve Bourbon Barrel Stout,American Double / Imperial Stout
234,3.0,9.0,90 Minute IPA,American Double / Imperial IPA
4227,4.5,13.0,Black Albert,Russian Imperial Stout
2085,3.5,10.5,Southampton Abbot 12,Quadrupel (Quad)
1505,4.5,10.2,Trappist Westvleteren 12,Quadrupel (Quad)
4990,4.0,8.8,Gandhi-Bot Double IPA,American Double / Imperial IPA
1736,3.5,10.0,Harpoon Leviathan - Imperial IPA,American Double / Imperial IPA
4886,5.0,10.0,Old Viscosity,American Double / Imperial Stout
1042,3.0,8.0,Rugbrød,Rye Beer
3920,4.5,7.5,Beer Geek Breakfast,American Double / Imperial Stout
4822,5.0,10.0,Bell's Hopslam Ale,American Double / Imperial IPA
1905,3.0,15.0,Dark Lord Imperial Stout,Russian Imperial Stout
2320,4.5,11.0,Pliny The Younger,American Double / Imperial IPA
4640,3.5,6.6,Founders Red's Rye PA,Rye Beer
3563,3.5,10.5,Judgment Day,Quadrupel (Quad)
4390,3.5,9.4,Green Flash Imperial India Pale Ale,American Double / Imperial IPA
3261,3.5,9.2,471 IPA,American Double / Imperial IPA
4720,4.0,7.0,Samuel Adams American Kriek (Barrel Room Collection),American Wild Ale
3705,4.0,,Nikolai Vorlauf - Bourbon Oak Aged,Russian Imperial Stout
4749,4.0,9.5,Barley's Imperial Stout,Russian Imperial Stout
3120,4.0,8.6,Double IPA (Brewmaster Series),American Double / Imperial IPA
3115,2.5,8.7,G'Knight Imperial Red Ale,American Double / Imperial IPA
515,4.0,6.0,Drie Fonteinen Doesjel,Gueuze
4506,4.5,10.0,St. Bernardus Abt 12,Quadrupel (Quad)
3998,4.0,9.5,Unearthly (Imperial India Pale Ale),American Double / Imperial IPA
3753,4.5,10.6,Heavy Seas - Big DIPA,American Double / Imperial IPA
4550,3.5,,Carmen With Guava Fruit,American Wild Ale
1413,4.5,7.7,Stone Ruination IPA,American Double / Imperial IPA
